brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
Audi,TT RS Base,2012,54900,Gasoline,360.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Manual,White,Brown,None reported,False,28900
INFINITI,QX56 Base,2012,141775,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Other,White,Beige,None reported,True,11500
Volkswagen,New Beetle GLS,2001,63250,Gasoline,115.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Yellow,None reported,True,12000
Audi,Q5 S line Premium Plus,2022,13895,Hybrid,2.0 Liter TFSI,Automatic,Daytona Gray,Black,None reported,False,44998
Lamborghini,Aventador LP750-4 Superveloce,2017,10654,Gasoline,"6.5L V-12 DOHC, variable valve control, premium unleaded, engine",Automatic,Balloon White,Nero Ade,None reported,False,449991
Ford,F-250 XL,2014,35900,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Other,Blue,Gray,At least 1 accident or damage reported,True,27900
GMC,Yukon XL Denali,2022,48306,Gasoline,6.2L V8 16V GDI OHV,Automatic,Summit White,Jet Black,At least 1 accident or damage reported,True,71999
Audi,A4 2.0T Premium,2012,125000,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,10500
Dodge,Challenger SRT 392,2016,37700,not supported,Electric,Automatic,Black,Black,At least 1 accident or damage reported,True,38000
Tesla,Model S P100D,2017,103000,Gasoline,Electric Motor Electric Fuel System,Automatic,Black,White,None reported,True,36000
Mazda,CX-30 Premium Package,2021,45303,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Snowflake White Pearl,White / Brown,None reported,False,25382
Lexus,ES 350 Base,2016,53900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,True,27500
Jeep,Wrangler Sahara,2008,54000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Green,Gray,None reported,True,20000
Chevrolet,Avalanche 1500 LTZ,2007,129000,Gasoline,366.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,17950
Jeep,Grand Cherokee L Laredo,2022,10232,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Diamond Black,Global Black,None reported,True,44646
Acura,MDX w/Advance Package,2023,3708,Gasoline,3.5 Liter SOHC,Automatic,White,Espresso,None reported,False,58998
Nissan,Pathfinder SL,2018,167000,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,False,14500
Tesla,Model X Long Range,2019,37000,Gasoline,518.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,True,58000
Subaru,Impreza Premium,2022,10419,Gasoline,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Other,Crystal White Pearl,Black,At least 1 accident or damage reported,False,24998
Audi,A8 4.0T,2014,96238,Gasoline,420.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,At least 1 accident or damage reported,True,22500
Subaru,Ascent Limited 7-Passenger,2022,12700,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT,White,Beige,None reported,True,38500
Chevrolet,Avalanche 1500 LT,2007,244000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Gray,None reported,True,16900
Porsche,Cayenne S,2015,124000,Gasoline,420.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,25000
BMW,335 i,2009,123000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Purple,Black,None reported,True,15000
GMC,Sierra 1500 Limited Elevation,2022,24900,Gasoline,310.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,49900
Ford,Explorer Sport,2016,95500,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,20000
Cadillac,Escalade ESV Sport,2021,4283,Gasoline,6.2L V8 16V GDI OHV,Automatic,Black,Brandy,None reported,True,479995
Lexus,LX 570 Three-Row,2021,48300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,True,82000
BMW,M3 Base,2008,94000,Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Manual,Gray,Red,None reported,True,25999
Nissan,Xterra Pro-4X,2011,183000,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,At least 1 accident or damage reported,True,12000
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT,Silver,Black,At least 1 accident or damage reported,True,11500
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,87892,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,16000
Cadillac,CTS-V Base,2012,45000,Gasoline,556.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,41500
Aston,Martin Vantage Base,2022,1023,Gasoline,503.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Blue,Brown,None reported,True,156900
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,37500
GMC,Acadia SLT-1,2019,51300,Gasoline,193.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,25500
Ford,Bronco Sport Big Bend,2021,30176,Gasoline,1.5L I3 12V PDI DOHC Turbo,Automatic,Black,Medium Dark Slate,None reported,True,28979
Nissan,Titan SV,2021,27598,Gasoline,5.6L V8 32V GDI DOHC,Automatic,Black,Black,None reported,False,39884
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,None reported,True,9499
Land,Rover Range Rover 5.0L V8 Supercharged,2019,17500,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,65000
RAM,2500 Laramie,2017,117878,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Other,Red,Black,None reported,True,42000
Nissan,Murano SL,2010,138700,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,Gray,Black,At least 1 accident or damage reported,True,7000
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Black,At least 1 accident or damage reported,True,12350
BMW,428 i xDrive SULEV,2016,77000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,Red,At least 1 accident or damage reported,True,26999
Ford,Focus RS Base,2017,26000,Gasoline,350.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,37000
Lexus,CT 200h Premium,2014,131200,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Brown,Brown,None reported,True,14000
Buick,Enclave Leather,2017,83280,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Quicksilver Metallic,Ebony,None reported,False,20599
BMW,M3 Base,2015,59000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,53500
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,30000
BMW,X6 xDrive35i,2013,90000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,True,19950
INFINITI,G35 Base,2006,94000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,White,Gray,At least 1 accident or damage reported,True,10995
Hummer,H2 Base,2008,63750,Gasoline,393.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,At least 1 accident or damage reported,True,55000
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,15990
Acura,ILX Premium Package,2019,37900,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,26000
Porsche,911 GT3,2015,13250,Gasoline,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Brown,Gray,None reported,True,154900
RAM,1500 Longhorn,2019,76249,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Diamond Black,Mountain Brown,At least 1 accident or damage reported,False,40995
BMW,M3 Base,2001,81000,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Gray,None reported,True,39000
Chevrolet,Suburban LT,2022,37806,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,60894
Dodge,Ram 2500 ST,2010,151544,Gasoline,355.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Brown,Gray,At least 1 accident or damage reported,True,17700
Chevrolet,Camaro 2SS,2012,60345,Gasoline,400.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Yellow,Black,None reported,True,26950
Dodge,Challenger SE,2010,90305,Gasoline,250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,12000
Jeep,Grand Cherokee L Limited,2022,13275,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Velvet Red Pearlcoat,Global Black,None reported,False,42599
Chevrolet,Camaro 2SS,2018,8660,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,45000
Ford,F-350 Lariat,2021,28220,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Silver,Black,None reported,True,73600
Ford,F-250 King Ranch,2015,97700,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Automatic,Black,–,None reported,True,39950
Chevrolet,Corvette Stingray w/3LT,2023,4200,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,98000
Bentley,Continental GT V8 First Edition,2020,27404,Gasoline,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Dark Sapphire,Linen,None reported,False,199991
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,White,White,None reported,True,24000
Ford,Excursion Limited,2001,333361,Diesel,250.0HP 7.3L 8 Cylinder Engine Diesel Fuel,Automatic,Black,Beige,At least 1 accident or damage reported,True,17000
Land,Rover Discovery SE,2018,63295,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,White,None reported,True,29993
Land,Rover Defender V8,2022,3000,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,96500
Chevrolet,Silverado 1500 2LT,2014,102604,E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Gray,None reported,True,25500
Mercedes-Benz,AMG G 63 Base,2017,39800,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Red,None reported,True,99000
Ford,F-250 XLT,2019,124000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Automatic,White,Gray,None reported,True,40100
Tesla,Model 3 Base,2022,12080,Gasoline,271.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,36750
Lexus,LX 570 Three-Row,2018,39300,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,69500
INFINITI,QX60 Luxe,2019,51000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT,Gray,–,At least 1 accident or damage reported,True,29000
Rivian,R1S Adventure Package,2023,250,Gasoline,835.0HP Electric Motor Electric Fuel System,Automatic,Green,Black,None reported,False,97500
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,67000,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Beige,None reported,True,35999
INFINITI,QX60 Base,2014,95400,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,False,14195
Hyundai,Sonata GLS,2013,136991,Gasoline,198.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,True,11000
Toyota,Tundra Limited,2022,3959,Gasoline,389.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,True,55000
Jeep,Grand Cherokee Limited,2020,47500,Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Purple,Black,None reported,True,31000
Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,Automatic,White,Beige,At least 1 accident or damage reported,True,13000
Tesla,Model 3 Performance,2021,33000,Gasoline,455.0HP Electric Motor Electric Fuel System,Automatic,Red,White,None reported,True,55000
Mercedes-Benz,CLS-Class CLS 550,2014,34600,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,27500
RAM,2500 SLT,2014,84500,Gasoline,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,34000
Kia,Sorento Hybrid EX,2022,36100,Hybrid,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,Automatic,Black,White,None reported,True,37500
Hyundai,Genesis 3.8,2015,92225,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,17000
Jeep,Compass Latitude,2020,17500,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,25695
Ford,Fusion SE,2011,114323,Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,6000
Toyota,FJ Cruiser Base,2014,92000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,None reported,True,27500
BMW,430 Gran Coupe i xDrive,2018,29025,Gasoline,2.0 Liter DOHC T/C,Automatic,Carbon Black Metallic,Black,None reported,False,29998
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Other,Blue,Black,None reported,True,65000
Hyundai,Santa Fe GLS,2015,96476,Gasoline,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,13000
Volkswagen,Atlas 3.6L SEL Premium,2021,36311,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Deep Black Pearl Effect,Titan Black / Quarzit,None reported,True,39127
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Other,Silver,Black,None reported,True,35000
Nissan,Murano SV,2021,23677,Gasoline,3.5L V6 24V MPFI DOHC,Automatic,Sunset Drift Chromaflair,Graphite,None reported,False,29510
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,Automatic,Summit White,Ebony,None reported,False,31700
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,None reported,False,41986
Pontiac,Solstice GXP,2009,122348,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,At least 1 accident or damage reported,True,10000
BMW,640 Gran Coupe i xDrive,2015,98000,Gasoline,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Other,Black,Beige,None reported,True,22500
Tesla,Model 3 Standard Range Plus,2019,32300,Gasoline,Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,29000
MINI,Countryman Cooper S,2019,18997,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Other,Red,Black,None reported,True,26750
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,67995
Ford,Expedition EL King Ranch,2011,156856,E85 Flex Fuel,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,Automatic,Black,Brown,None reported,True,14300
Bentley,Continental GT GT Speed,2022,1919,Gasoline,12 Cylinder Engine,Automatic,Granite,Porpoise,None reported,False,289991
BMW,X5 M Base,2017,61773,Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Other,Gray,Black,None reported,True,46000
Ford,Mustang GT Premium,2011,74500,Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,22000
Jeep,Compass Sport,2016,99000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,At least 1 accident or damage reported,True,5000
INFINITI,G37 Sport,2008,63496,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Manual,Black,Black,None reported,True,15000
Ford,F-150 XLT,2022,18465,Gasoline,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Gray,None reported,True,47500
Porsche,911 Carrera 4S,2007,42635,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Other,Blue,Blue,None reported,True,72995
INFINITI,G35 Base,2005,99000,Gasoline,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Manual,Silver,Black,None reported,True,18900
Chrysler,300C Base,2013,87500,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,13750
Toyota,Camry Solara SLE,2007,138000,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,6800
Lexus,IS 300 Base,2018,70891,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Other,White,Black,None reported,True,28995
Buick,Enclave Essence,2020,55403,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Gray,At least 1 accident or damage reported,True,29444
BMW,M4 Competition xDrive,2022,3213,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Automatic,Black,Red,None reported,True,89995
Pontiac,GTO Base,2005,142314,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Manual,Red,Red,At least 1 accident or damage reported,True,21999
Toyota,FJ Cruiser Base,2013,53000,Gasoline,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Black,None reported,True,36740
Hyundai,Elantra SE,2014,120250,Gasoline,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,True,7500
Porsche,Macan S,2015,72329,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,29500
Hummer,H3 Base,2007,153692,Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,Automatic,Beige,Black,None reported,True,9995
Tesla,Model 3 Long Range,2021,32670,Gasoline,Electric Motor Electric Fuel System,Automatic,White,Black,None reported,True,37000
Ford,Transit-350 Base,2018,235000,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,False,18000
Rivian,R1T Launch Edition,2022,8681,Gasoline,835.0HP Electric Motor Electric Fuel System,Automatic,Gray,Black,None reported,True,82000
Audi,S4 3.0 Prestige,2012,98400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,White,None reported,True,18000
Toyota,4Runner SR5 Premium,2023,1400,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,46500
Tesla,Model 3 Mid Range,2018,32000,Gasoline,271.0HP Electric Motor Electric Fuel System,Automatic,Black,Black,None reported,True,29999
Ford,F-250 Base,1997,92800,Gasoline,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,9000
Mercedes-Benz,G-Class G 550 4MATIC,2021,75151,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,None reported,True,130000
Subaru,Legacy 2.5 GT spec.B,2008,94000,Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Blue,None reported,True,12500
Mercedes-Benz,E-Class E 350,2014,67350,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,At least 1 accident or damage reported,True,18700
BMW,M3 Base,2001,66500,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Red,Black,None reported,True,21000
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,14500
Toyota,Sienna XLE Limited,2007,112630,Gasoline,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,Gray,At least 1 accident or damage reported,True,11500
Dodge,Avenger SE,2014,124705,E85 Flex Fuel,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,Automatic,Black,Black,None reported,True,6499
BMW,M240 i,2018,61000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Manual,Blue,Black,At least 1 accident or damage reported,True,34000
RAM,3500 SLT,2017,157272,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Automatic,White,Gray,At least 1 accident or damage reported,True,32999
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,True,20399
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Automatic,Red,Black,None reported,True,47500
Bentley,Continental GT Base,2009,18000,Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,None reported,True,63000
Tesla,Model 3 Long Range,2019,27123,Gasoline,425.0HP Electric Motor Electric Fuel System,Automatic,Red,Black,None reported,True,38200
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Other,Silver,Gray,None reported,True,83900
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,19000
Mazda,MX-5 Miata Club,2021,5093,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Manual,Gray,Black,None reported,True,28000
Bentley,Bentayga W12 Signature,2018,31875,Gasoline,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,115785
Mercedes-Benz,S-Class S500,2005,175722,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Beige,None reported,True,7000
BMW,M6 Base,2015,17900,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,59900
GMC,Yukon SLT,2015,142792,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Brown,None reported,True,22999
BMW,750 iL,2001,53814,Gasoline,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,Automatic,Gray,Gray,None reported,False,11800
Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,White,Gray,None reported,True,26900
Chrysler,300C Base,2007,86000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,15000
smart,ForTwo Pure,2008,61595,Gasoline,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,None reported,True,5000
Toyota,Tundra SR,2018,74000,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,Automatic,Beige,Black,At least 1 accident or damage reported,True,38000
Hummer,H2 Base,2004,130000,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,Black,At least 1 accident or damage reported,True,16500
BMW,ALPINA B7 Base,2015,86000,Gasoline,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Automatic,Black,White,At least 1 accident or damage reported,True,29000
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,True,7500
Audi,A4 2.0T Tech Premium,2018,27532,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,27900
Ford,Focus SE,2017,91000,E85 Flex Fuel,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,True,12500
Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,28500
Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,Plug-In Hybrid,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,Automatic,Green,Beige,None reported,True,49999
Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,E85 Flex Fuel,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,Automatic,Gray,Black,None reported,True,21500
Jeep,Wrangler Sahara,2008,140000,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Automatic,Silver,–,At least 1 accident or damage reported,True,9000
Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Silver,Black,None reported,True,30500
Chevrolet,Malibu 1LT,2009,139000,Gasoline,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Automatic,White,Black,None reported,True,4200
Hummer,H3 Base,2006,118000,Gasoline,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,Automatic,Gray,Black,None reported,True,17900
BMW,i8 Base,2015,51000,Plug-In Hybrid,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Other,Gray,Brown,None reported,True,53000
Cadillac,XLR Base,2009,69423,Gasoline,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Automatic,Red,Beige,None reported,True,36500
Lincoln,MKZ Select,2017,52284,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Automatic,Blue,Beige,At least 1 accident or damage reported,True,12500
Chevrolet,Silverado 1500 W/T,2006,111228,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,True,4000
Land,Rover Range Rover Sport HSE,2019,52300,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Other,Black,Black,None reported,True,49900
Nissan,Titan SL,2021,95993,Gasoline,5.6L V8 32V GDI DOHC,Automatic,White,Black,None reported,True,32612
Kia,Telluride SX,2022,26716,Gasoline,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,Dark Moss,Black,None reported,False,47541
Chevrolet,Tahoe RST,2023,39517,Gasoline,5.3L V8 16V GDI OHV,Automatic,Black,Jet Black,At least 1 accident or damage reported,False,67190
